student_id,gender,subject_area,socioeconomic_band,prior_ai_experience,ai_training_completed,ai_confidence_score_1_5,actual_ai_use,writing_formality_score,paraphrase_similarity_score,source_citation_quality_score,detector_score,detection_flag,human_review_completed,misconduct_case_opened,appeal_submitted,appeal_successful,is_false_positive,is_false_negative,stress_test_note,actual_ai_use_binary,detection_flag_binary,false_positive_binary,false_negative_binary,appeal_success_binary,system_type,case_study
STUD01127,Female,Health,Medium,Medium,Yes,2.01,No,0.575,0.477,0.694,0.327,No,No,No,No,No,No,No,Synthetic demonstration only - not real student data,0,0,0,0,0,ai_detection_tool,AI detection fairness stress test
STUD01128,Non-disclosed,Arts & Humanities,High,Low,No,3.32,No,0.714,0.06,0.72,0.27,No,No,No,No,No,No,No,Synthetic demonstration only - not real student data,0,0,0,0,0,ai_detection_tool,AI detection fairness stress test
STUD01129,Male,STEM,Low,High,No,4.2,No,0.54,0.31,0.594,0.312,No,No,No,No,No,No,No,Synthetic demonstration only - not real student data,0,0,0,0,0,ai_detection_tool,AI detection fairness stress test
STUD01130,Male,STEM,Medium,Medium,Yes,3.14,Yes,0.781,0.73,0.795,0.466,No,No,No,No,No,No,Yes,Synthetic demonstration only - not real student data,1,0,0,1,0,ai_detection_tool,AI detection fairness stress test
STUD01131,Male,STEM,High,Medium,No,3.8,Yes,0.809,0.647,0.565,0.934,Yes,Yes,Yes,No,No,No,No,Synthetic demonstration only - not real student data,1,1,0,0,0,ai_detection_tool,AI detection fairness stress test
STUD01132,Male,Health,High,Low,Yes,3.86,Yes,0.728,0.408,0.663,0.723,Yes,Yes,Yes,Yes,Yes,No,No,Synthetic demonstration only - not real student data,1,1,0,0,1,ai_detection_tool,AI detection fairness stress test
STUD01133,Female,STEM,High,High,No,3.66,Yes,0.638,0.797,0.717,0.602,Yes,Yes,Yes,Yes,No,No,No,Synthetic demonstration only - not real student data,1,1,0,0,0,ai_detection_tool,AI detection fairness stress test
STUD01134,Male,Arts & Humanities,Medium,Medium,Yes,2.71,No,1,0.295,0.471,0.476,No,No,No,No,No,No,No,Synthetic demonstration only - not real student data,0,0,0,0,0,ai_detection_tool,AI detection fairness stress test
STUD01135,Male,Health,Medium,High,Yes,3.34,No,0.556,0.484,0.855,0.203,No,No,No,No,No,No,No,Synthetic demonstration only - not real student data,0,0,0,0,0,ai_detection_tool,AI detection fairness stress test
STUD01136,Male,Business,Medium,Medium,Yes,3.95,Yes,0.73,0.676,0.635,0.698,Yes,No,Yes,No,No,No,No,Synthetic demonstration only - not real student data,1,1,0,0,0,ai_detection_tool,AI detection fairness stress test
STUD01137,Male,STEM,Low,Medium,Yes,2.7,No,0.629,0.077,0.701,0.115,No,No,No,No,No,No,No,Synthetic demonstration only - not real student data,0,0,0,0,0,ai_detection_tool,AI detection fairness stress test
STUD01138,Female,Social Sciences,High,High,Yes,3.9,Yes,0.486,0.742,0.591,0.622,Yes,Yes,Yes,No,No,No,No,Synthetic demonstration only - not real student data,1,1,0,0,0,ai_detection_tool,AI detection fairness stress test
STUD01139,Female,Social Sciences,Medium,High,Yes,4.11,Yes,0.979,0.794,0.695,0.757,Yes,Yes,Yes,No,No,No,No,Synthetic demonstration only - not real student data,1,1,0,0,0,ai_detection_tool,AI detection fairness stress test
STUD01140,Female,Business,Medium,High,No,3.1,Yes,0.703,0.767,0.768,0.818,Yes,Yes,No,No,No,No,No,Synthetic demonstration only - not real student data,1,1,0,0,0,ai_detection_tool,AI detection fairness stress test
STUD01141,Female,Health,Medium,Medium,Yes,4.53,Yes,0.486,0.574,0.536,0.695,Yes,Yes,No,No,No,No,No,Synthetic demonstration only - not real student data,1,1,0,0,0,ai_detection_tool,AI detection fairness stress test
STUD01142,Female,Business,Low,Medium,Yes,2.4,No,0.631,0.563,0.328,0.467,No,No,No,No,No,No,No,Synthetic demonstration only - not real student data,0,0,0,0,0,ai_detection_tool,AI detection fairness stress test
STUD01143,Female,Arts & Humanities,High,Low,Yes,3.83,Yes,0.768,0.555,0.707,0.464,No,No,No,No,No,No,Yes,Synthetic demonstration only - not real student data,1,0,0,1,0,ai_detection_tool,AI detection fairness stress test
STUD01144,Male,Business,Medium,Low,No,3.36,No,0.829,0.292,0.684,0.305,No,No,No,No,No,No,No,Synthetic demonstration only - not real student data,0,0,0,0,0,ai_detection_tool,AI detection fairness stress test
STUD01145,Male,Social Sciences,Medium,High,No,3.15,No,0.56,0.238,0.404,0.336,No,No,No,No,No,No,No,Synthetic demonstration only - not real student data,0,0,0,0,0,ai_detection_tool,AI detection fairness stress test
STUD01146,Female,Education,Low,Medium,No,1.84,Yes,1,0.581,0.859,0.796,Yes,Yes,Yes,No,No,No,No,Synthetic demonstration only - not real student data,1,1,0,0,0,ai_detection_tool,AI detection fairness stress test
STUD01147,Male,Education,High,Medium,No,3.87,No,0.58,0.219,0.775,0.161,No,No,No,No,No,No,No,Synthetic demonstration only - not real student data,0,0,0,0,0,ai_detection_tool,AI detection fairness stress test
STUD01148,Female,STEM,High,Medium,Yes,3.48,Yes,0.691,0.557,0.741,0.652,Yes,Yes,Yes,No,No,No,No,Synthetic demonstration only - not real student data,1,1,0,0,0,ai_detection_tool,AI detection fairness stress test
STUD01149,Female,Business,Medium,High,No,3.04,No,0.434,0.383,0.791,0.279,No,No,No,No,No,No,No,Synthetic demonstration only - not real student data,0,0,0,0,0,ai_detection_tool,AI detection fairness stress test
STUD01150,Female,Business,Low,Low,No,2.68,Yes,0.34,0.566,1,0.896,Yes,Yes,No,No,No,No,No,Synthetic demonstration only - not real student data,1,1,0,0,0,ai_detection_tool,AI detection fairness stress test
STUD01151,Non-disclosed,STEM,Low,Low,No,1.74,No,0.701,0.208,0.733,0.543,No,No,No,No,No,No,No,Synthetic demonstration only - not real student data,0,0,0,0,0,ai_detection_tool,AI detection fairness stress test
STUD01152,Female,STEM,High,Medium,No,3.55,No,0.555,0.466,0.108,0.583,Yes,Yes,Yes,No,No,Yes,No,Synthetic demonstration only - not real student data,0,1,1,0,0,ai_detection_tool,AI detection fairness stress test
STUD01153,Male,Education,Low,Medium,No,3.34,No,0.749,0.549,0.69,0.332,No,No,No,No,No,No,No,Synthetic demonstration only - not real student data,0,0,0,0,0,ai_detection_tool,AI detection fairness stress test
STUD01154,Male,Arts & Humanities,High,High,Yes,4.1,Yes,0.572,0.936,0.435,0.91,Yes,Yes,No,No,No,No,No,Synthetic demonstration only - not real student data,1,1,0,0,0,ai_detection_tool,AI detection fairness stress test
STUD01155,Female,Business,Low,Low,Yes,3.11,Yes,0.662,0.738,0.823,0.827,Yes,Yes,No,No,No,No,No,Synthetic demonstration only - not real student data,1,1,0,0,0,ai_detection_tool,AI detection fairness stress test
STUD01156,Male,Arts & Humanities,Low,Medium,No,3.6,No,0.398,0.316,0.664,0.247,No,No,No,No,No,No,No,Synthetic demonstration only - not real student data,0,0,0,0,0,ai_detection_tool,AI detection fairness stress test
STUD01157,Female,STEM,Low,Low,Yes,3.6,Yes,0.621,0.678,0.895,0.713,Yes,Yes,Yes,Yes,No,No,No,Synthetic demonstration only - not real student data,1,1,0,0,0,ai_detection_tool,AI detection fairness stress test
STUD01158,Male,Business,High,Medium,No,3.15,No,0.799,0.392,0.729,0.279,No,No,No,No,No,No,No,Synthetic demonstration only - not real student data,0,0,0,0,0,ai_detection_tool,AI detection fairness stress test
STUD01159,Female,Social Sciences,High,Low,Yes,1.35,No,0.396,0.302,0.436,0.366,No,No,No,No,No,No,No,Synthetic demonstration only - not real student data,0,0,0,0,0,ai_detection_tool,AI detection fairness stress test
STUD01160,Male,Health,Low,Medium,No,2.49,No,0.41,0.379,0.419,0.445,No,No,No,No,No,No,No,Synthetic demonstration only - not real student data,0,0,0,0,0,ai_detection_tool,AI detection fairness stress test
STUD01161,Male,Business,High,Medium,No,3.02,Yes,0.377,0.916,0.53,0.585,Yes,Yes,Yes,No,No,No,No,Synthetic demonstration only - not real student data,1,1,0,0,0,ai_detection_tool,AI detection fairness stress test
STUD01162,Female,Business,Medium,Medium,No,3.34,No,0.785,0.141,0.762,0.177,No,No,No,No,No,No,No,Synthetic demonstration only - not real student data,0,0,0,0,0,ai_detection_tool,AI detection fairness stress test
STUD01163,Female,Business,Medium,Medium,Yes,2.94,Yes,0.523,0.755,0.622,0.732,Yes,Yes,No,No,No,No,No,Synthetic demonstration only - not real student data,1,1,0,0,0,ai_detection_tool,AI detection fairness stress test
STUD01164,Female,Business,High,Medium,No,4.0,Yes,0.599,0.487,0.446,0.781,Yes,No,Yes,No,No,No,No,Synthetic demonstration only - not real student data,1,1,0,0,0,ai_detection_tool,AI detection fairness stress test
STUD01165,Female,Arts & Humanities,High,Low,Yes,2.37,Yes,0.528,0.653,1,0.674,Yes,Yes,Yes,No,No,No,No,Synthetic demonstration only - not real student data,1,1,0,0,0,ai_detection_tool,AI detection fairness stress test
STUD01166,Female,Health,Low,High,Yes,3.23,No,0.548,0.649,0.532,0.213,No,No,No,No,No,No,No,Synthetic demonstration only - not real student data,0,0,0,0,0,ai_detection_tool,AI detection fairness stress test
STUD01167,Male,STEM,Low,Low,No,2.55,No,0.706,0.719,0.764,0.563,Yes,Yes,Yes,No,No,Yes,No,Synthetic demonstration only - not real student data,0,1,1,0,0,ai_detection_tool,AI detection fairness stress test
STUD01168,Male,Social Sciences,Low,High,Yes,3.04,Yes,0.668,0.45,0.61,0.699,Yes,Yes,Yes,Yes,No,No,No,Synthetic demonstration only - not real student data,1,1,0,0,0,ai_detection_tool,AI detection fairness stress test
STUD01169,Female,Business,High,Low,No,3.42,No,0.402,0.378,0,0.428,No,No,No,No,No,No,No,Synthetic demonstration only - not real student data,0,0,0,0,0,ai_detection_tool,AI detection fairness stress test
STUD01170,Male,Arts & Humanities,High,Low,No,3.66,No,0.515,0.456,0.554,0.298,No,No,No,No,No,No,No,Synthetic demonstration only - not real student data,0,0,0,0,0,ai_detection_tool,AI detection fairness stress test
STUD01171,Male,Health,Low,Medium,No,3.56,Yes,0.257,0.767,0.624,0.576,Yes,Yes,No,No,No,No,No,Synthetic demonstration only - not real student data,1,1,0,0,0,ai_detection_tool,AI detection fairness stress test
STUD01172,Female,Health,Low,Low,No,1.15,Yes,0.228,0.961,0.868,0.728,Yes,Yes,No,No,No,No,No,Synthetic demonstration only - not real student data,1,1,0,0,0,ai_detection_tool,AI detection fairness stress test
STUD01173,Male,Education,High,Low,No,2.85,Yes,0.49,0.11,0.651,0.625,Yes,Yes,Yes,No,No,No,No,Synthetic demonstration only - not real student data,1,1,0,0,0,ai_detection_tool,AI detection fairness stress test
STUD01174,Female,Business,Low,High,No,2.86,Yes,0.392,1,0.721,0.816,Yes,Yes,Yes,No,No,No,No,Synthetic demonstration only - not real student data,1,1,0,0,0,ai_detection_tool,AI detection fairness stress test
STUD01175,Female,STEM,Low,Medium,Yes,2.86,No,0.593,0.269,0.871,0.45,No,No,No,No,No,No,No,Synthetic demonstration only - not real student data,0,0,0,0,0,ai_detection_tool,AI detection fairness stress test
STUD01176,Male,Education,Low,Medium,Yes,2.3,Yes,0.638,0.599,0.776,0.926,Yes,Yes,Yes,No,No,No,No,Synthetic demonstration only - not real student data,1,1,0,0,0,ai_detection_tool,AI detection fairness stress test
STUD01177,Male,Business,High,High,Yes,3.37,Yes,0.446,0.591,0.651,0.832,Yes,Yes,No,No,No,No,No,Synthetic demonstration only - not real student data,1,1,0,0,0,ai_detection_tool,AI detection fairness stress test
STUD01178,Female,Health,Low,Low,Yes,1.69,No,0.495,0.292,0.42,0.357,No,No,No,No,No,No,No,Synthetic demonstration only - not real student data,0,0,0,0,0,ai_detection_tool,AI detection fairness stress test
STUD01179,Female,Arts & Humanities,Medium,Low,No,2.57,Yes,0.536,0.494,0.442,0.889,Yes,Yes,Yes,No,No,No,No,Synthetic demonstration only - not real student data,1,1,0,0,0,ai_detection_tool,AI detection fairness stress test
STUD01180,Female,Social Sciences,Medium,High,No,2.92,Yes,0.473,0.693,0.716,0.508,No,No,No,No,No,No,Yes,Synthetic demonstration only - not real student data,1,0,0,1,0,ai_detection_tool,AI detection fairness stress test
STUD01181,Female,Arts & Humanities,Low,Low,No,2.63,No,0.783,0.164,0.686,0.424,No,No,No,No,No,No,No,Synthetic demonstration only - not real student data,0,0,0,0,0,ai_detection_tool,AI detection fairness stress test
STUD01182,Female,Education,Medium,Low,No,2.22,No,0.682,0.309,0.6,0.434,No,No,No,No,No,No,No,Synthetic demonstration only - not real student data,0,0,0,0,0,ai_detection_tool,AI detection fairness stress test
STUD01183,Female,STEM,Low,Medium,No,3.03,No,0.554,0.372,0.258,0.289,No,No,No,No,No,No,No,Synthetic demonstration only - not real student data,0,0,0,0,0,ai_detection_tool,AI detection fairness stress test
STUD01184,Female,Social Sciences,Medium,Medium,No,2.73,No,0.676,0.386,0.577,0.39,No,No,No,No,No,No,No,Synthetic demonstration only - not real student data,0,0,0,0,0,ai_detection_tool,AI detection fairness stress test
STUD01185,Male,Health,Medium,High,Yes,3.57,Yes,0.356,0.774,0.944,0.714,Yes,No,No,No,No,No,No,Synthetic demonstration only - not real student data,1,1,0,0,0,ai_detection_tool,AI detection fairness stress test
STUD01186,Male,Business,Medium,High,Yes,4.68,Yes,0.712,0.93,0.85,0.584,Yes,Yes,Yes,Yes,No,No,No,Synthetic demonstration only - not real student data,1,1,0,0,0,ai_detection_tool,AI detection fairness stress test
STUD01187,Female,STEM,Medium,Medium,No,3.71,Yes,0.59,0.676,0.749,0.88,Yes,No,Yes,No,No,No,No,Synthetic demonstration only - not real student data,1,1,0,0,0,ai_detection_tool,AI detection fairness stress test
STUD01188,Female,STEM,Medium,Medium,Yes,2.11,No,0.343,0.311,0.707,0.329,No,No,No,No,No,No,No,Synthetic demonstration only - not real student data,0,0,0,0,0,ai_detection_tool,AI detection fairness stress test
STUD01189,Female,Business,High,Low,No,2.41,Yes,0.671,0.679,0.607,0.875,Yes,Yes,No,No,No,No,No,Synthetic demonstration only - not real student data,1,1,0,0,0,ai_detection_tool,AI detection fairness stress test
STUD01190,Male,Education,High,Medium,No,3.41,No,0.533,0.378,0.705,0.259,No,No,No,No,No,No,No,Synthetic demonstration only - not real student data,0,0,0,0,0,ai_detection_tool,AI detection fairness stress test
STUD01191,Male,Business,Low,Medium,Yes,3.83,No,0.646,0.378,0.945,0.139,No,No,No,No,No,No,No,Synthetic demonstration only - not real student data,0,0,0,0,0,ai_detection_tool,AI detection fairness stress test
STUD01192,Male,Social Sciences,Medium,Medium,Yes,3.08,No,0.749,0.295,0.726,0.218,No,No,No,No,No,No,No,Synthetic demonstration only - not real student data,0,0,0,0,0,ai_detection_tool,AI detection fairness stress test
STUD01193,Male,Business,Medium,Medium,No,3.44,No,0.451,0.415,0.909,0.308,No,No,No,No,No,No,No,Synthetic demonstration only - not real student data,0,0,0,0,0,ai_detection_tool,AI detection fairness stress test
STUD01194,Non-disclosed,STEM,High,Medium,No,3.89,Yes,0.512,0.555,0.744,0.75,Yes,No,Yes,No,No,No,No,Synthetic demonstration only - not real student data,1,1,0,0,0,ai_detection_tool,AI detection fairness stress test
STUD01195,Male,Social Sciences,Low,High,No,3.73,Yes,0.554,0.507,0.457,0.777,Yes,Yes,Yes,Yes,No,No,No,Synthetic demonstration only - not real student data,1,1,0,0,0,ai_detection_tool,AI detection fairness stress test
STUD01196,Male,Social Sciences,High,Medium,No,3.52,No,0.753,0.484,0.581,0.508,No,No,No,No,No,No,No,Synthetic demonstration only - not real student data,0,0,0,0,0,ai_detection_tool,AI detection fairness stress test
STUD01197,Female,Health,Medium,High,No,4.15,No,0.745,0.23,0.434,0.343,No,No,No,No,No,No,No,Synthetic demonstration only - not real student data,0,0,0,0,0,ai_detection_tool,AI detection fairness stress test
STUD01198,Female,STEM,High,Low,Yes,3.78,Yes,0.722,0.672,0.667,0.781,Yes,Yes,No,No,No,No,No,Synthetic demonstration only - not real student data,1,1,0,0,0,ai_detection_tool,AI detection fairness stress test
STUD01199,Female,Health,High,Medium,No,2.73,Yes,0.24,0.594,0.707,0.753,Yes,No,Yes,Yes,Yes,No,No,Synthetic demonstration only - not real student data,1,1,0,0,1,ai_detection_tool,AI detection fairness stress test
STUD01200,Female,Arts & Humanities,Medium,Medium,Yes,3.14,No,0.565,0.077,0.24,0.223,No,No,No,No,No,No,No,Synthetic demonstration only - not real student data,0,0,0,0,0,ai_detection_tool,AI detection fairness stress test
STUD01201,Male,Social Sciences,Medium,Medium,No,3.96,No,0.411,0.415,0.742,0.402,No,No,No,No,No,No,No,Synthetic demonstration only - not real student data,0,0,0,0,0,ai_detection_tool,AI detection fairness stress test
STUD01202,Female,Business,High,Medium,No,4.29,No,0.564,0.498,0.578,0.189,No,No,No,No,No,No,No,Synthetic demonstration only - not real student data,0,0,0,0,0,ai_detection_tool,AI detection fairness stress test
STUD01203,Female,Arts & Humanities,Low,High,Yes,3.38,No,0.443,0.29,0.554,0.142,No,No,No,No,No,No,No,Synthetic demonstration only - not real student data,0,0,0,0,0,ai_detection_tool,AI detection fairness stress test
STUD01204,Male,STEM,High,Low,No,2.32,Yes,0.82,0.703,0.562,0.786,Yes,Yes,Yes,No,No,No,No,Synthetic demonstration only - not real student data,1,1,0,0,0,ai_detection_tool,AI detection fairness stress test
STUD01205,Female,Business,High,Medium,Yes,1.96,Yes,0.578,0.718,0.43,0.813,Yes,Yes,Yes,No,No,No,No,Synthetic demonstration only - not real student data,1,1,0,0,0,ai_detection_tool,AI detection fairness stress test
STUD01206,Female,Health,Medium,Medium,No,3.25,Yes,0.544,0.665,0.892,0.744,Yes,Yes,No,No,No,No,No,Synthetic demonstration only - not real student data,1,1,0,0,0,ai_detection_tool,AI detection fairness stress test
STUD01207,Female,Business,High,Medium,No,3.57,No,0.572,0.594,0.732,0.22,No,No,No,No,No,No,No,Synthetic demonstration only - not real student data,0,0,0,0,0,ai_detection_tool,AI detection fairness stress test
STUD01208,Male,Health,Medium,Medium,No,3.4,Yes,0.386,0.424,0.481,0.672,Yes,Yes,Yes,No,No,No,No,Synthetic demonstration only - not real student data,1,1,0,0,0,ai_detection_tool,AI detection fairness stress test
STUD01209,Female,Health,Low,Medium,No,2.94,No,0.429,0.329,0.793,0.374,No,No,No,No,No,No,No,Synthetic demonstration only - not real student data,0,0,0,0,0,ai_detection_tool,AI detection fairness stress test
STUD01210,Female,Arts & Humanities,Medium,Low,Yes,2.67,No,0.644,0.468,0.527,0.492,No,No,No,No,No,No,No,Synthetic demonstration only - not real student data,0,0,0,0,0,ai_detection_tool,AI detection fairness stress test
STUD01211,Male,Business,Medium,Medium,Yes,3.85,Yes,0.662,0.564,0.938,0.554,Yes,Yes,Yes,Yes,No,No,No,Synthetic demonstration only - not real student data,1,1,0,0,0,ai_detection_tool,AI detection fairness stress test
STUD01212,Male,STEM,Medium,Low,No,3.9,No,0.313,0.152,0.8,0.262,No,No,No,No,No,No,No,Synthetic demonstration only - not real student data,0,0,0,0,0,ai_detection_tool,AI detection fairness stress test
STUD01213,Male,Social Sciences,Low,High,Yes,3.93,Yes,0.689,0.489,0.915,0.785,Yes,Yes,Yes,No,No,No,No,Synthetic demonstration only - not real student data,1,1,0,0,0,ai_detection_tool,AI detection fairness stress test
